contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro
9470172;1811;2025-06-10 00:00:00;ASSOCIACAO DE SERVICOS COMPOSTOS INTEGRADOS A PARCERIAS PUBLICAS PRIVA;14.853.040/0001-90;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1000000,0;1000000,0;1000000,0
9470176;160;2025-06-10 00:00:00;INSTITUTO ASSISTENCIAL EDUCACIONAL NOSSA SENHORA DAS NEVES;22.057.491/0001-40;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470177;163;2025-06-10 00:00:00;CONSLHO DESENV COMUNITARIO DA SANTA DO JACARE;20.929.105/0001-37;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;250000,0;250000,0;250000,0
9470178;161;2025-06-10 00:00:00;SINDICATO DOS PRODUTORES RURAIS DE VAZANTE;20.726.303/0001-01;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470186;162;2025-06-10 00:00:00;PM CATAS ALTAS;01.612.370/0001-42;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;120000,0;120000,0;120000,0
9470219;223;2025-06-12 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;17.805.524/0001-52;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;99988,88;99988,88;99988,88
9470221;222;2025-06-12 00:00:00;ASSOCIACAO ESPORTIVA MINAS GERAIS QUAD RUGBY;18.104.608/0001-21;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;88462,68;88462,68;88462,68
9470222;266;2025-06-12 00:00:00;PM TURMALINA;25.324.187/0001-00;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;500000,0;500000,0;500000,0
9470234;1814;2025-06-10 00:00:00;PM PARACATU;18.278.051/0001-45;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;330000,0;330000,0;330000,0
9470237;4343;2025-07-04 00:00:00;INSTITUTO CULTURAL ABRAPALAVRA;18.861.009/0001-52;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470239;264;2025-06-12 00:00:00;PM TOMBOS;18.114.223/0001-45;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1000000,0;1000000,0;1000000,0
9470319;39;2025-06-10 00:00:00;ASSOCIACAO BENEFICENTE PARA TODOS OS POVOS E NACOES-ABTPN;40.412.706/0001-85;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;299996,47;299996,47;299996,47
9470320;41;2025-06-10 00:00:00;ASSOCIACAO DOS MORADORES DO BAIRRO DE MATINHA;71.263.271/0001-88;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;90210,08;90210,08;90210,08
9470321;40;2025-06-10 00:00:00;ASSOCIACAO DESPORTIVA GUARANI ESPORTE CLUBE - ADGEC;00.631.795/0001-36;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;90210,08;90210,08;90210,08
9470322;42;2025-06-10 00:00:00;FUNDACAO EDUCACIOBAL CLARICE ALBUQUERQUE;25.218.462/0001-00;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470425;4351;2025-07-04 00:00:00;INSTITUTO ARUNA;41.384.515/0001-10;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470427;4350;2025-07-04 00:00:00;ASSOCIACAO CULTURAL BLOCO AFRO ILU ASE MUVUKA;48.461.486/0001-91;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470430;4344;2025-07-04 00:00:00;GRUPO EDUCACAO, ETICA E CIDADANIA;05.543.739/0001-63;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;150000,0;150000,0;150000,0
9470432;4347;2025-07-04 00:00:00;AGENCIA DE INICIATIVAS CIDADAS;02.291.981/0001-07;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;200000,0;200000,0;200000,0
9470433;43;2025-06-11 00:00:00;LAR ESPIRITA VOVO DIDI;47.926.648/0001-57;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470434;44;2025-06-11 00:00:00;ASSOC. DE PROT. E ASSIST. AO CONDENADO DE PERDOES;06.118.334/0001-40;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470436;4361;2025-07-04 00:00:00;CENTRO CULTURAL DONA ANTONIA;08.279.756/0001-23;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;240955,89;240955,89;250000,0
9470438;4341;2025-07-04 00:00:00;ASSOCIACAO ARTE VIDA E CULTURA CAPOEIRA;07.563.416/0001-67;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470443;45;2025-06-11 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE/UBA;17.759.168/0001-88;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9470443;46;2025-06-11 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE/UBA;17.759.168/0001-88;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99920,35;99920,35;99920,35
9470548;4342;2025-07-04 00:00:00;ASSOCIACAO CULTURAL DE EDUCACAO SOCIAL E ARTISTICA;97.528.853/0001-32;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470550;4340;2025-07-04 00:00:00;ASSOCIACAO RECREATIVA ESCOLA DE SAMBA INOCENTES DE SANTA TEREZA;06.282.278/0001-85;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470560;3;2025-06-16 00:00:00;ASSISTENCIA SOCIAL PIO XII;20.549.861/0003-00;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470578;189;2025-06-17 00:00:00;MGI MINAS GERAIS PARTICIPACOES S.A;19.296.342/0001-29;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;399701,13;399701,13;399701,13
9470578;286;2025-12-12 00:00:00;MGI MINAS GERAIS PARTICIPACOES S.A;19.296.342/0001-29;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;509617,3;0,0;0,0
9470582;47;2025-06-16 00:00:00;ASSOCIACAO PAIS E AMIGOS DOS EXCEPCIONAIS LAGOA SANTA;17.395.815/0001-10;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470583;48;2025-06-16 00:00:00;ASSOC. FEMININA UNIDOS DO PALMARES;18.261.891/0001-03;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470584;49;2025-06-16 00:00:00;ASSOC MORADORES E AGRI DAS COM RURAIS DE ALEGRE,SANTANA E BARREIRO;39.895.084/0001-04;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9470584;50;2025-06-16 00:00:00;ASSOC MORADORES E AGRI DAS COM RURAIS DE ALEGRE,SANTANA E BARREIRO;39.895.084/0001-04;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;90210,08;90210,08;90210,08
9470585;51;2025-06-16 00:00:00;CHAME - CENTRO DE INTEGRACAO SOCIAL;20.933.040/0001-01;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470586;52;2025-06-16 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS-APAE;19.019.447/0001-30;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;349330,0;349330,0;349330,0
9470587;53;2025-06-16 00:00:00;LAR DO IDOSO SAO BENEDITO;17.898.503/0001-29;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74210,47;74210,47;74210,47
9470596;224;2025-06-17 00:00:00;ASSOC. ASSISTENCIA AOS DEFICIENTES VISUAIS DE POCOS DE CALDA;17.416.868/0001-70;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;80021,39;80021,39;80021,39
9470659;54;2025-06-17 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE OLHOS D'AGUA;04.501.551/0001-90;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470660;4110;2025-06-25 00:00:00;INSTITUTO A FORCA DO BEM;30.815.481/0001-54;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;500000,0;500000,0;500000,0
9470663;227;2025-06-18 00:00:00;ASSOCIACAO PARADESPORTIVA E ESPORTIVA DE BELO HORIZONTE - APEBH;25.094.134/0001-40;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;99615,23;99615,23;99615,23
9470704;285;2025-06-23 00:00:00;PM DIVISOPOLIS;66.234.311/0001-23;1301;SEINFRA;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;400000,0;400000,0;400000,0
9470712;6;2025-06-23 00:00:00;ASSOCIACAO EU ESCOLHI AMAR;28.221.997/0001-29;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470715;4;2025-06-23 00:00:00;CASA BENEFICENTE SAO VICENTE DE PAULO;03.255.240/0001-25;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;49842,26;49842,26;49842,26
9470715;5;2025-06-23 00:00:00;CASA BENEFICENTE SAO VICENTE DE PAULO;03.255.240/0001-25;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;49996,0;49996,0;49996,0
9470721;14;2025-06-30 00:00:00;ASSOCIACAO ABRACO AZUL;34.560.316/0001-50;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470884;55;2025-06-23 00:00:00;ASILO PAROQUIAL FRANCISCO LIMA DE SOUZA DIAS;16.953.929/0001-75;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;324048,01;324048,01;324048,01
9470885;56;2025-06-23 00:00:00;ASSOCIACAO DO BAIRRO CHACARAS RECANTO DAS FLORES;12.415.479/0001-06;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74210,47;74210,47;74210,47
9470886;57;2025-06-23 00:00:00;ASSOCIACAO DOS MUNICIPIOS DA ZONA DA MATA;20.322.632/0001-89;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74210,47;74210,47;74210,47
9470887;58;2025-06-23 00:00:00;ONG FIO DE LUZ;29.634.833/0001-96;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;97068,7;97068,7;97068,7
9470888;59;2025-06-23 00:00:00;ACAO DE ASSISTENCIA SOCIAL FILADELFIA DE JOAO MONLEVADE;02.537.428/0001-01;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9470889;3624;2025-06-23 00:00:00;PM RODEIRO;18.128.256/0001-44;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74210,55;74210,55;74210,55
9470892;4364;2025-07-07 00:00:00;ASSOCIACAO FILME DE RUA;31.972.547/0001-82;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;470000,0;470000,0;470000,0
9470892;4365;2025-07-07 00:00:00;ASSOCIACAO FILME DE RUA;31.972.547/0001-82;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;30000,0;30000,0;30000,0
9470893;4338;2025-07-04 00:00:00;ADILIO PEREZ;14.392.271/0001-44;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;69370,0;69370,0;69370,0
9470893;4339;2025-07-04 00:00:00;ADILIO PEREZ;14.392.271/0001-44;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;30630,0;30630,0;30630,0
9470895;4359;2025-07-04 00:00:00;TEATRO NEGRO E ATITUDE;04.501.732/0001-16;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470896;4358;2025-07-04 00:00:00;TEATRO NEGRO E ATITUDE;04.501.732/0001-16;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470897;4357;2025-07-04 00:00:00;GRUPO CULTURAL NUCLEO TECNICO DE ARTES CENICAS - NUTAC;13.744.409/0001-64;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9470908;7;2025-06-24 00:00:00;CEAMI REABILITACAO PARA A VIDA;03.744.116/0004-76;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74900,0;74900,0;74900,0
9471108;4167;2025-06-27 00:00:00;PM CAMPESTRE;18.178.400/0001-57;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;267300,0;267300,0;267300,0
9471139;4360;2025-07-04 00:00:00;ASSOCIACAO CULTURAL LUA NOVA;07.592.260/0001-42;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;499944,6;499944,6;499944,6
9471141;4355;2025-07-04 00:00:00;GRUPO EDUCACAO, ETICA E CIDADANIA;05.543.739/0001-63;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;150000,0;150000,0;150000,0
9471142;61;2025-06-25 00:00:00;INSTITUTO MANO DOWN;23.684.121/0001-03;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99940,27;99940,27;99940,27
9471143;66;2025-06-25 00:00:00;CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE AGUA LIMPA;20.937.678/0001-02;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;96259,55;96259,55;96259,55
9471144;63;2025-06-25 00:00:00;OBRAS SOCIAIS DO BOM PASTOR;19.007.277/0001-74;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9471145;62;2025-06-25 00:00:00;ASSOCIACAO ITAMAR PARA PROMOCAO DE ESPORTES E CULTURA NA FAVELA;30.577.024/0001-79;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;132763,33;132763,33;132763,33
9471146;67;2025-06-25 00:00:00;VISAO ELE CLAMA;05.724.327/0001-20;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;125737,7;125737,7;125737,7
9471147;64;2025-06-25 00:00:00;CASA DE APOIO GERALDO TEIXEIRA DA CUNHA;53.075.384/0001-78;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99934,34;99934,34;99934,34
9471148;68;2025-06-25 00:00:00;ASSOC.DOS AGRICULTORES FAMILIARES DO MUNICIPIO DE MUZAMBINHO;10.808.337/0001-83;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;104278,35;104278,35;104278,35
9471150;69;2025-06-25 00:00:00;OBRA SOCIAL SAO JUDAS TADEU;21.250.873/0001-22;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9471151;60;2025-06-25 00:00:00;ARTE E VIDA ASSOCIACAO DE ARTESANATOS;10.257.619/0001-30;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;74210,47;74210,47;74210,47
9471152;70;2025-06-25 00:00:00;APAE DE ARAPORA;00.887.340/0001-86;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99322,91;99322,91;99322,91
9471153;71;2025-06-25 00:00:00;APAE DE SAO THOME DAS LETRAS;02.786.832/0001-00;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99263,7;99263,7;99263,7
9471154;65;2025-06-25 00:00:00;G.A.S GUARACIABA ASSISTENCIA SOCIAL;17.459.314/0001-50;1491;SEGOV;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;120619,24;120619,24;120619,24
9471156;13;2025-06-27 00:00:00;ASILO SAO VICENTE DE PAULO DE JACUTINGA;21.391.362/0001-20;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;100000,0;100000,0
9471158;12;2025-06-26 00:00:00;CONSELHO CENTRAL DE SANTOS DUMONT SOCIEDADE SAO VICENTE DE PAULO;24.577.975/0001-45;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;99956,64;99956,64;99956,64
