numero_siafi;codigo_orgao;unidade_orcamentaria_nome;ano_empenho;numero_empenho;data_registro_doc_empenho;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_proponente;cnpj_proponente;valor_pago_financeiro
1279;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2026;9;2026-02-04;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FAUSTO PERIN MONTE ALTO;482.554.326/04;23194,74
1341;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2026;9;2026-02-02;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CENIRO MARCOLINO;205.089.726/04;72462,08
1351;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2026;11;2026-02-02;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MARIUZZO INCORPORACAO IMOBILIARIA LTDA - ME;86.488.640/0001-08;57385,89
1362;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2026;6;2026-02-02;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;WOLMAR CAIXETA DE CASTRO;102.095.736/00;44281,65
1385;1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;2026;10;2026-02-02;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;APACHE NEGOCIOS IMOBILIARIOS LTDA - ME;12.640.565/0001-12;56448,03
2979;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;2026;106;2026-02-11;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;ANGELA MARIA SANTANA CATRAMBY;132.752.916/53;49259,67
3360;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;2026;256;2026-02-25;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;3A EMPREENDIMENTOS IMOBILIARIOS LTDA;03.518.400/0001-81;461107,2
3360;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;2026;425;2026-03-30;92;DESPESAS DE EXERCICIOS ANTERIORES;2;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;60;RECURSOS DIRETAMENTE ARRECADADOS;3A EMPREENDIMENTOS IMOBILIARIOS LTDA;03.518.400/0001-81;21921,03
3459;2321;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;2026;33;2026-01-27;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ADMINISTRADORA METROPOLE ADMINISTRACAO E CORRETAGEM DE IMOVEIS LTDA;17.510.009/0001-45;200416,34
4966;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;2;2026-02-19;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;ELDA FERNANDES DOS SANTOS VERSIANI-ME;64.336.597/0001-22;17077,38
5039;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;10;2026-02-24;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;ERLANDE RODRIGUES DINIZ;739.419.806/53;12387,24
5098;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;1;2026-02-26;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;ANSELMO CHAVES DA FONSECA;558.260.326/34;27606,39
5134;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;2;2026-02-19;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;BALTAZAR MOREIRA LAGARES;183.097.206/53;86803,77
5135;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;4;2026-02-12;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;CLAUDIA MENEZES DE ASSIS;734.333.496/49;31653,51
5160;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;1;2026-02-12;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;OLGA MAGALHAES NETO;707.877.436/15;33966,12
5162;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;3;2026-02-19;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;SABINA VILAR BISCAIA DE PAULA;285.781.806/82;17231,82
5291;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;1;2026-02-13;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;DINAMICA ADMINISTRADORA DE IMOVEIS E SERVICOS LTDA;05.002.545/0001-50;15362,64
5435;1511;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;2026;6;2026-02-11;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;60;RECURSOS DIRETAMENTE ARRECADADOS;JOSE DA LUZ FERREIRA;068.618.496/34;2918,19
5577;1191;SECRETARIA DE ESTADO DE FAZENDA;2026;11;2026-01-28;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MERCIA CAMARGOS;492.099.066/91;6618,63
5577;1191;SECRETARIA DE ESTADO DE FAZENDA;2026;12;2026-01-28;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MAGDA APARECIDA CAMARGOS;545.696.216/00;6618,63
5577;1191;SECRETARIA DE ESTADO DE FAZENDA;2026;13;2026-01-28;36;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;11;LOCACAO DE BENS IMOVEIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MARIA LUCIA CAMARGOS;774.176.406/30;6618,63
5899;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;2026;1;2026-01-26;41;CONTRIBUICOES;1;CONTRIBUICOES;60;RECURSOS DIRETAMENTE ARRECADADOS;CONSORCIO INTERMUNICIPAL REGIAO INTEGRADA DE DESENVOLVIMENTO SUSTENTAV;19.746.706/0001-25;150,0
5906;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;2026;20;2026-02-03;41;CONTRIBUICOES;1;CONTRIBUICOES;60;RECURSOS DIRETAMENTE ARRECADADOS;FUNDACAO MUNICIPAL DE PROTECAO E DEFESA DO CONSUMIDOR;22.716.125/0001-55;1073,38
5906;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;2026;21;2026-02-03;41;CONTRIBUICOES;1;CONTRIBUICOES;60;RECURSOS DIRETAMENTE ARRECADADOS;FUNDACAO MUNICIPAL DE PROTECAO E DEFESA DO CONSUMIDOR;22.716.125/0001-55;218561,59
5907;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;2026;25;2026-02-11;41;CONTRIBUICOES;1;CONTRIBUICOES;60;RECURSOS DIRETAMENTE ARRECADADOS;CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AREA MINEIRA DA SUDENE;21.505.692/0001-08;3015165,42
5907;4451;FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR;2026;26;2026-02-11;41;CONTRIBUICOES;1;CONTRIBUICOES;60;RECURSOS DIRETAMENTE ARRECADADOS;CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AREA MINEIRA DA SUDENE;21.505.692/0001-08;78518,65
6085;2301;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;2026;16;2026-01-29;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;72;CONTRATOS DE ABASTECIMENTO DE AGUA E COLETA E TRATAMENTO DE ESGOTO;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;17.281.106/0001-03;25895,31
19426;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1207;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL (AJEAS);17.211.202/0003-47;6400,0
19471;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1492;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SOCIEDADE MINEIRA DE CULTURA;17.178.195/0001-67;30000,0
19472;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1753;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SOCIEDADE EDUCACIONAL UBERABENSE;25.452.301/0001-87;3200,0
19473;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1238;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO MINEIRA DE EDUCACAO E CULTURA;17.253.253/0001-70;4800,0
19474;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1243;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE ENSINO SUPERIOR DO VALE DO SAPUCAI;23.951.916/0001-22;2400,0
19475;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1214;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES;24.492.886/0001-04;2400,0
19497;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1222;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO MOVIMENTO DIREITO E CIDADANIA - FUNDACAO MDC;02.475.083/0002-81;2400,0
19507;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1230;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;17.209.891/0014-08;4800,0
19575;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;8;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO AO DESENVOLVIMENTO DO ENSINO SUPERIOR DO NORTE DE MI;01.440.615/0001-00;31980,0
19590;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;162;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO ARTHUR BERNARDES;20.320.503/0001-51;10250,0
19591;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1493;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS;17.878.554/0001-99;0,0
20214;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1495;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO E DESENVOL AO ENS PESQ E EXTENSAO;00.703.697/0001-67;126280,0
20243;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1515;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO GORCEIX;23.063.118/0001-64;55760,0
20349;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1504;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO A EDUCACAO E DESENVOLVIMENTO TECNOLOGICO DE MINAS GE;00.278.912/0001-20;21730,0
20476;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1512;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;38584,0
20477;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1499;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO UNIVERSITARIO;21.238.738/0001-61;27060,0
20483;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1503;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO ARTHUR BERNARDES;20.320.503/0001-51;29520,0
20484;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1506;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO CIENTIFICO E CULTURAL;07.905.127/0001-07;144730,0
20558;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;6037;2026-02-24;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO UNIVERSITARIO;21.238.738/0001-61;152930,0
20563;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;5950;2026-02-12;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO ARTHUR BERNARDES;20.320.503/0001-51;189010,0
20569;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1497;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO AO ENSINO, PESQUISA E EXTENSAO DE ITAJUBA;00.662.065/0001-00;34030,0
20681;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1510;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;465128,0
20684;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1508;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;5088,0
20749;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1514;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;33496,0
21168;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1501;2026-01-29;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM S;02.385.669/0001-74;12720,0
22695;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;100;2026-04-22;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO UNIVERSITARIO;21.238.738/0001-61;136876,25
22697;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;37;2026-02-26;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI;03.773.700/0028-27;270050,0
23013;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;75;2026-03-30;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES;24.492.886/0001-04;1459397,6
23013;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;77;2026-03-30;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES;24.492.886/0001-04;440602,4
23392;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;222;2026-03-05;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO ARTHUR BERNARDES;20.320.503/0001-51;6765,0
23799;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;18;2026-02-11;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;SAFFRAN REFRATARIOS LTDA;05.204.554/0001-24;500000,0
23801;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;8;2026-01-26;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;NANOVIEW NANOTECNOLOGIA LTDA;37.517.511/0001-95;224200,0
23851;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;46;2026-02-27;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FADEMA - FUNDACAO DE APOIO AO DESENVOLVIMENTO DA EXTENSAO, PESQUISA, E;03.049.886/0001-56;168290,0
24001;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;91;2026-04-07;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO E DESENVOL AO ENS PESQ E EXTENSAO;00.703.697/0001-67;199894,0
24008;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-01-26;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;304450,36
24008;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;2;2026-01-26;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;18.720.938/0001-41;325896,54
24010;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-01-29;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;ENVIRONMENT INTELIGENCIA DE NEGOCIOS E TECNOLOGIA LTDA;33.190.194/0001-94;442833,33
24092;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;2;2026-01-27;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO A EDUCACAO E DESENVOLVIMENTO TECNOLOGICO DE MINAS GE;00.278.912/0001-20;424469,07
24092;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;3;2026-01-27;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO A EDUCACAO E DESENVOLVIMENTO TECNOLOGICO DE MINAS GE;00.278.912/0001-20;32386,6
24095;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-01-26;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;PAGAR LTDA;35.636.239/0001-37;256666,67
24096;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;3;2026-02-11;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;S4 SUPRIMENTOS LTDA;29.542.632/0001-69;506889,33
24099;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-03-09;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;MM SOL LTDA;28.926.408/0001-08;399155,4
24101;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-04-16;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;STARTUP PIAGAM SOLUCOES INOVADORAS EM MODELOS DE NEGOCIO INOVA SIMPLES;42.993.970/0001-85;131493,34
24103;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;4;2026-01-27;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO DE APOIO A EDUCACAO E DESENVOLVIMENTO TECNOLOGICO DE MINAS GE;00.278.912/0001-20;238313,33
24108;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;1;2026-03-16;39;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;93;APOIO A PROJETOS DE INCENTIVO E INOVAÇAO E A PESQUISA CIENTIFICA E TEC;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;THERIONTEC SISTEMAS INOVADORES LTDA - ME;24.501.766/0001-18;629666,67
24135;2071;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;2026;10;2026-01-27;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;FUNDACAO BIOMINAS;26.269.977/0001-00;167953,33
