numero_siafi;codigo_orgao;unidade_orcamentaria_nome;ano_empenho;numero_empenho;data_registro_doc_empenho;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;razao_social_proponente;cnpj_proponente;valor_pago_financeiro
750447;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;203;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DESEMBARGADOR CANEDO;19.797.422/0001-68;9319,5
750448;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;204;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;C. ESC MAJOR CLARINDO DE PAIVA;18.889.337/0001-67;16725,0
750449;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;205;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFESSORA MARIA AMALIA CAMPOS;19.799.873/0001-34;15176,25
750450;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;206;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC JOEL AYRES BEZERRA;20.572.293/0001-99;9113,25
750451;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;207;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC MINISTRO ADAUTO LUCIO CARDOSO;19.797.299/0001-85;71417,25
750452;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;229;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC BOLIVAR DE FREITAS;19.806.330/0001-05;48183,75
750453;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;230;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC EURIPEDES DE PAULA;19.797.356/0001-26;19836,75
750454;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;208;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CE.INTERVENTOR ALCIDES LINS;19.797.232/0001-40;64701,0
750455;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;443;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFA NORMA GAZIRE;19.891.142/0001-14;25607,25
750456;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;754;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROF. MORAIS;19.890.714/0001-40;50766,75
750457;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;755;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DA EE 1 E 2 GRAUS ORDEM E PROGRESSO;19.731.942/0001-78;57199,5
750458;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;756;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC FIRMINO COSTA;19.908.235/0001-04;10089,0
750459;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;444;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC ARTUR JOVIANO;19.908.136/0001-22;15822,75
750460;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;757;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC CRISTIANO MACHADO;19.891.340/0001-88;9810,0
750461;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;445;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC NSA SRA DO PERPETUO SOCORRO;19.974.567/0001-97;21011,25
750462;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;758;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PE. EUSTAQUIO;19.908.094/0001-20;26637,0
750463;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;446;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFESSOR PEDRO ALEIXO;17.392.556/0001-73;22578,75
750464;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;759;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFA NELITA ANTONIA T. BORGES;20.115.176/0001-04;18724,5
750465;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;760;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;URSULINA DE ANDRADE MELO;19.828.029/0001-94;20007,0
750466;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;761;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PE. JOAO BOTELHO;19.827.591/0001-01;39629,25
750467;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;447;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC ASSIS CHATEAUBRIAND;19.907.583/0001-67;42646,5
750468;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;448;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PADRE JOSE DE ANCHIETA;19.906.825/0001-06;17313,75
750469;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;449;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROF ANTONIO JOSE RIBEIRO FILHO;20.115.028/0001-81;40313,25
750470;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;450;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC WALT DISNEY;19.905.785/0001-70;36073,5
750471;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;762;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC P. MATIAS;19.889.716/0001-10;31122,0
750472;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;763;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DR. CICERO ILDEFONSO SILVA;20.120.119/0001-05;7411,5
750473;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;764;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DA EE DR. PAULO DINIZ CHAGAS;17.435.488/0001-82;12242,25
750474;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;451;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC UNICA PANDIA CALOGERAS E BERENICE M PRATE;20.115.242/0001-38;65396,25
750475;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;765;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFA BENVINDA DE CARVALHO;16.675.472/0001-84;35571,75
750476;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;766;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DES. MARIO GONCALVES MATOS;20.115.341/0001-10;15304,5
750477;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;767;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DA EE DR. JOSE DO PATROCINIO DA S. PONTES;20.479.432/0001-34;46751,25
750478;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;452;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC AUGUSTO DE LIMA;19.907.427/0001-04;32651,25
750479;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;768;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DES. RODRIGUES CAMPOS;20.115.879/0001-24;43220,25
750480;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;453;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC FLAVIO DOS SANTOS;19.976.109/0001-97;31250,25
750481;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;454;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CE. PAULO DAS GRACAS DA SILVA;19.891.928/0001-31;34926,75
750482;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;455;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC WILSON CHAVES;18.666.529/0001-04;35556,75
750483;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;769;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DIOGO DE VASCONCELOS;19.908.128/0001-86;15798,75
750484;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;770;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC MARJORY MORATOS DOS SANTOS;20.123.618/0001-56;13493,25
750485;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;771;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PE. OLAVO FERREIRA;19.983.683/0001-72;12659,25
750486;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;456;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC BARAO DE MACAUBAS;19.906.817/0001-51;42108,75
750487;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;772;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROF. FONTES EE DIVINA PROV. B. LINDEIA;20.508.503/0001-80;35734,5
750488;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;547;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC FRANCISCO MENEZES FILHO;19.906.924/0001-80;32204,25
750489;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;773;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PEDRO DUTRA;19.906.734/0001-62;3219,75
750490;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;774;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC MARIA BELMIRA TRINDADE;19.985.258/0001-12;31044,0
750491;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;457;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DA EE ADALBERTO FERRAZ;19.907.203/0001-94;20175,0
750492;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;775;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC JOAO PAULO I;20.970.059/0001-10;27159,75
750493;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;531;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PEDRO FRANCA;19.906.791/0001-41;27504,0
750493;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;967;2026-04-22;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;CX. ESC PEDRO FRANCA;19.906.791/0001-41;15600,0
750494;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;458;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC ESTEVAO PINTO;19.907.989/0001-40;38133,0
750495;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;776;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC GERALDO TEIXEIRA DA COSTA;19.891.761/0001-09;14748,75
750496;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;459;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CE. FRANCISCO SALES;19.974.682/0001-61;6941,25
750497;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;460;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PEDRO II;19.827.880/0001-00;39458,25
750498;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;777;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DOM BOSCO;19.907.302/0001-76;20780,25
750499;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;461;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CE. DO INSTITUTO DE EDUCACAO DE MINAS GERAIS;19.813.062/0001-40;71649,0
750500;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;462;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC BENJAMIN GUIMARAES;19.906.502/0001-04;8135,25
750501;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;463;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC DA EE GERALDINA SOARES;16.670.549/0001-23;14179,5
750502;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;778;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROF. RICARDO DE SOUZA CRUZ;19.906.296/0001-32;14579,25
750503;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;779;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC JUSCELINO KUBITSCHEK DE OLIVEIRA;20.249.108/0001-20;14179,5
750504;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;464;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC SUELI MARIA VICENTE;21.727.540/0001-41;44759,25
750505;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;780;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC BERNARDO MONTEIRO;19.843.457/0001-96;21666,0
750506;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;465;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC SAGRADA FAMILIA;19.891.035/0001-96;10570,5
750507;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;611;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC BRITALDO SOARES F. DINIZ;19.889.765/0001-52;14520,75
750508;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;466;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC GOV MILTON CAMPOS;16.886.293/0001-96;132861,75
750509;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;467;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CE. DA EE DE 1 GRAU SAGRADA FAMILIA;17.404.054/0001-15;37107,0
750510;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;781;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PE. JOAO BOSCO PENIDO BURNIER;18.273.524/0001-11;32946,75
750511;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;468;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC SANDOVAL DE AZEVEDO;19.907.880/0001-02;37320,75
750512;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;469;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC LILITA MELO;21.507.884/0001-45;17442,0
750513;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;548;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC MENINO JESUS DE PRAGA;19.905.702/0001-42;46685,25
750514;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;549;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC ANTENOR PESSOA;19.907.047/0001-61;32105,25
750515;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;550;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PE. LEBRET;20.115.051/0001-76;17336,25
750516;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;551;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC EZALTINO JOSE M. DE ANDRADE;20.251.377/0001-20;33003,0
750517;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;552;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC D. REGINA PEREIRA DE AQUINO;19.889.880/0001-27;81139,5
750518;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;553;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC JOAO PEREIRA DE SOUZA;19.907.385/0001-01;17228,25
750519;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;554;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROF. PEDRO PAULO PENIDO;20.114.690/0001-17;36722,25
750521;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;555;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC PROFA MARIA CHAVES;19.814.946/0001-10;14064,75
750522;1261;SECRETARIA DE ESTADO DE EDUCACAO;2026;556;2026-03-02;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;CX. ESC SANTA TEREZINHA;20.118.717/0001-40;38160,0
