contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_liquidada;valor_pago_processado;valor_pago_nao_processado
9318875;607;2021-12-30 00:00:00;ASSOCIACAO ACONCHEGO - LAR PARA IDOSOS;30.276.755/0001-84;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9321243;74;2025-04-15 00:00:00;ASSOC. DE PROT. E ASSIST. AOS CONENADOS DE S. J. DEL REI FEM.;21.325.027/0001-24;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;0,0;189868,15;0,0
9341995;118;2022-06-28 00:00:00;PM CURVELO;17.695.024/0001-05;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;0,0;0,0
9342370;5732;2022-06-29 00:00:00;PM DELTA;01.020.881/0001-75;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9342458;1211;2024-04-18 00:00:00;PM PIEDADE DOS GERAIS;18.363.960/0001-81;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9342461;1214;2024-04-26 00:00:00;PM UBA;18.128.207/0001-01;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9342462;181;2022-12-07 00:00:00;PM SAO SEBASTIAO DO PARAISO;18.241.349/0001-80;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9346301;33;2023-07-27 00:00:00;UNIVERSIDADE FEDERAL DE OURO PRETO;23.070.659/0001-10;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9346306;120;2022-10-14 00:00:00;UNIVERSIDADE FEDERAL DE OURO PRETO;23.070.659/0001-10;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9371211;5929;2022-12-28 00:00:00;PM ARAPORA;23.098.510/0001-49;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS;0,0;0,0;0,0
9392905;2230;2023-08-25 00:00:00;PM JEQUITAI;18.279.083/0001-65;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9396439;2425;2023-10-09 00:00:00;PM NOVA MODICA;18.404.939/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9400378;345;2023-12-28 00:00:00;PM POMPEU;18.296.681/0001-42;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9402562;343;2023-12-28 00:00:00;PM OURO VERDE DE MINAS;18.404.947/0001-23;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;237983,76;0,0;237983,76
9402563;339;2023-12-28 00:00:00;PM CAMANDUCAIA;17.935.396/0001-61;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9405820;263;2025-11-03 00:00:00;PM MONJOLOS;17.754.169/0001-30;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9405878;1215;2024-04-26 00:00:00;PM PIRAPORA;23.539.463/0001-21;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9405934;828;2024-12-30 00:00:00;CONSORCIO INTERMUNICIPAL MULTIFINALITARIO PARA O DESENVOLVIMENTO AMBIE;19.193.527/0001-08;SEMAD;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9406421;342;2023-12-28 00:00:00;PM CATUGI;26.218.636/0001-06;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;92736,0;0,0;92736,0
9406422;340;2023-12-28 00:00:00;PM CAMPOS GERAIS;18.245.175/0001-24;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9407390;336;2023-12-27 00:00:00;PM CARANDAI;18.094.797/0001-07;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9408030;813;2023-12-28 00:00:00;PM ABAETE;18.296.632/0001-00;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;0,0;0,0;0,0
9408084;337;2023-12-28 00:00:00;PM CAETE;18.302.299/0001-02;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9408340;270;2025-11-10 00:00:00;PM RIO PARDO DE MINAS;24.212.862/0001-46;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9408340;349;2023-12-29 00:00:00;PM RIO PARDO DE MINAS;24.212.862/0001-46;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;1739570,34;0,0;1739570,34
9408340;353;2023-12-29 00:00:00;PM RIO PARDO DE MINAS;24.212.862/0001-46;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9408341;258;2025-10-20 00:00:00;CONSORCIO INTERM. MULTIF. DO BAIXO JEQUITINHONHA;07.306.549/0001-58;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9408562;2714;2023-12-29 00:00:00;PM SAO JOAO DA PONTE;16.928.483/0001-29;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9408568;356;2023-12-29 00:00:00;PM SABARA;18.715.441/0001-35;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9408569;355;2023-12-29 00:00:00;PM NOVO ORIENTE DE MINAS;01.613.373/0001-09;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;289800,0;0,0;289800,0
9408581;2716;2023-12-29 00:00:00;PM ALPINOPOLIS;18.241.752/0001-00;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9424299;3616;2024-04-25 00:00:00;PM ALTO CAPARAO;01.616.270/0001-94;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9425238;3639;2024-05-07 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9428894;3732;2024-06-03 00:00:00;PM ESTRELA DALVA;17.710.096/0001-84;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429692;3757;2024-06-12 00:00:00;PM SANTA MARGARIDA;18.385.112/0001-73;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429696;3760;2024-06-12 00:00:00;PM CANA VERDE;18.244.426/0001-56;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429769;3769;2024-06-13 00:00:00;PM PERIQUITO;01.613.077/0001-08;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429774;3768;2024-06-13 00:00:00;PM CARANGOLA;19.279.827/0001-04;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429865;3781;2024-06-18 00:00:00;PM CARANGOLA;19.279.827/0001-04;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430025;3791;2024-06-18 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430034;3789;2024-06-18 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430086;3806;2024-06-21 00:00:00;PM RIO NOVO;18.338.244/0001-44;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430585;3842;2024-07-01 00:00:00;PM ALMENARA;18.349.894/0001-95;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;666666,66;0,0;666666,66
9430599;3851;2024-07-01 00:00:00;PM CAETE;18.302.299/0001-02;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;1666666,66;0,0
9430712;3883;2024-07-01 00:00:00;PM ARAPORA;23.098.510/0001-49;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430719;3894;2024-07-01 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430784;225;2024-07-02 00:00:00;PM CORREGO FUNDO;01.614.862/0001-77;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430785;222;2024-07-02 00:00:00;PM PAI PEDRO;01.612.479/0001-80;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9430795;224;2024-07-02 00:00:00;PM BRUMADINHO;18.363.929/0001-40;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9430828;223;2024-07-02 00:00:00;PM PARACATU;18.278.051/0001-45;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;243180,01;0,0;243180,01
9430848;226;2024-07-03 00:00:00;PM LADAINHA;18.404.863/0001-90;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;216666,15;0,0;216666,15
9430849;227;2024-07-03 00:00:00;PM DIAMANTINA;17.754.136/0001-90;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430855;3906;2024-07-03 00:00:00;PM BURITIZEIRO;18.279.067/0001-72;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430857;3907;2024-07-03 00:00:00;PM SABARA;18.715.441/0001-35;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430887;347;2025-08-12 00:00:00;PM SANTA LUZIA;18.715.409/0001-50;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9433587;283;2025-06-17 00:00:00;PM UBA;18.128.207/0001-01;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;3458926,5;0,0
9447295;26;2024-12-26 00:00:00;PM CATAGUASES;17.702.499/0001-81;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9447299;279;2025-06-17 00:00:00;PM CATAGUASES;17.702.499/0001-81;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9447316;55;2024-12-26 00:00:00;APJ APRENDER PRODUZIR JUNTOS;22.057.335/0001-89;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;0,0;3068948,99;0,0
9450571;138;2025-05-23 00:00:00;PM SAO ROQUE DE MINAS;18.306.670/0001-04;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9468198;3621;2025-06-03 00:00:00;PM MACHADO;18.242.784/0001-20;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;104278,35;0,0
9470578;286;2025-12-12 00:00:00;MGI MINAS GERAIS PARTICIPACOES S.A;19.296.342/0001-29;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9484076;3810;2025-11-14 00:00:00;PM SALTO DA DIVISA;18.347.401/0001-88;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9485363;595;2025-12-29 00:00:00;PM CAPITAO ANDRADE;66.229.105/0001-25;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;482323,14;0,0;482323,14
9490867;462;2025-12-14 00:00:00;PM TUMIRITINGA;21.078.563/0001-72;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;1000000,0;0,0
9491887;503;2025-12-19 00:00:00;PM BUGRE;01.613.126/0001-02;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;2000000,0;0,0
9491893;504;2025-12-19 00:00:00;PM POCO FUNDO;18.242.792/0001-76;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;854865,0;0,0
9491896;506;2025-12-19 00:00:00;PM DIVISOPOLIS;66.234.311/0001-23;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;390000,0;0,0
9491899;505;2025-12-19 00:00:00;PM JABOTICATUBAS;18.715.417/0001-04;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;390000,0;0,0
9492247;531;2025-12-19 00:00:00;PM VARJAO DE MINAS;01.609.780/0001-34;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;386100,0;0,0
9492296;579;2025-12-25 00:00:00;PM FAMA;18.243.253/0001-51;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9492413;759;2025-12-22 00:00:00;ASSOC. DOS DEFICIENTES VISUAIS DE SETE LAGOAS;18.272.211/0001-49;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9492532;555;2025-12-24 00:00:00;PM CAMPO DO MEIO;18.239.582/0001-29;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9492536;634;2025-12-23 00:00:00;CENTRO INTEGRADO DE DESENVOLVIMENTO DO ESPORTE PARALIMPICO;00.832.668/0001-03;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99932,16;0,0
9492538;636;2025-12-23 00:00:00;LIGA IPATINGUENSE DE ESPORTES ESPECIALIZADOS;26.201.400/0001-59;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99662,32;0,0
9492542;631;2025-12-23 00:00:00;PM PASSABEM;18.299.511/0001-11;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;98841,6;0,0
