contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_liquidada;valor_pago_processado;valor_pago_nao_processado
9492545;626;2025-12-23 00:00:00;PM SANTO ANTONIO DO RIO ABAIXO;18.303.248/0001-97;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;98849,4;0,0
9492555;628;2025-12-23 00:00:00;ASSOCIACAO DOS SURDOS DE BETIM;02.566.745/0001-48;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99981,38;0,0
9492558;624;2025-12-23 00:00:00;ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS-;17.839.937/0001-58;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;100000,0;0,0
9492563;629;2025-12-23 00:00:00;ASSOCIACAO DEFICIENTES FISICOS DE UBERABA;26.040.691/0001-40;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99580,26;0,0
9492565;623;2025-12-23 00:00:00;ASSOCIACAO MINEIRA DE REABILITACAO;17.221.615/0001-40;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99980,64;0,0
9492576;635;2025-12-23 00:00:00;PM CONCEICAO DE IPANEMA;18.334.300/0001-72;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;98604,0;0,0
9492583;625;2025-12-23 00:00:00;APARU ASSOCIACAO DOS PARAPLEGICOS DE UBERLANDIA;21.296.249/0001-66;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99998,84;0,0
9492584;633;2025-12-23 00:00:00;PM JABOTICATUBAS;18.715.417/0001-04;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;200000,0;0,0
9492604;3932;2025-12-29 00:00:00;PM PIEDADE DE PONTE NOVA;18.316.257/0001-12;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;80;RECURSOS DO ACORDO DE REPACTUACAO DO RIO DOCE;0,0;2500000,0;0,0
9492626;3888;2025-12-23 00:00:00;PM SAO JOSE DA LAPA;42.774.281/0001-80;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9492664;603;2025-12-30 00:00:00;PM MIRABELA;18.017.376/0001-74;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;79;RECURSOS DECORRENTES DA CONVERSAO DE MULTAS AMBIENTAIS;0,0;234432,0;0,0
9492681;602;2025-12-30 00:00:00;PM PERIQUITO;01.613.077/0001-08;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;79;RECURSOS DECORRENTES DA CONVERSAO DE MULTAS AMBIENTAIS;0,0;236666,67;0,0
9492682;561;2025-12-23 00:00:00;PM PONTE NOVA;23.804.149/0001-29;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;386100,0;0,0
9492684;601;2025-12-30 00:00:00;PM VIRGEM DA LAPA;18.348.730/0001-43;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;79;RECURSOS DECORRENTES DA CONVERSAO DE MULTAS AMBIENTAIS;0,0;236800,0;0,0
9492772;830;2025-12-30 00:00:00;PM SARZEDO;01.612.509/0001-58;SEMAD;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;41;CONTRIBUICOES;1;CONTRIBUICOES;95;RECURSOS RECEBIDOS POR DANOS ADVINDOS DE DESASTRES SOCIOAMBIENTAIS;0,0;3230631,81;0,0
9492773;828;2025-12-29 00:00:00;PM CHACARA;18.338.137/0001-16;SEMAD;1371;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;555000,0;0,0
9492779;3925;2025-12-24 00:00:00;PM CORREGO DANTA;18.298.174/0001-48;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;124467,61;0,0
9492788;640;2025-12-24 00:00:00;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TIMOTEO;20.183.976/0001-54;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;100000,0;0,0
9492790;40;2025-12-24 00:00:00;PM SAO GONCALO DO PARA;18.291.369/0001-66;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;0,0;1527828,66;0,0
9492791;642;2025-12-24 00:00:00;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARA DE MINAS;18.416.891/0001-27;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99869,12;0,0
9492792;641;2025-12-24 00:00:00;PM NOVA SERRANA;18.291.385/0001-59;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;100000,0;0,0
9492811;584;2025-12-26 00:00:00;MONTE DE GENTE INTERESSADA EM CULTIVO ORGANICO;21.837.780/0001-07;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9492812;596;2025-12-29 00:00:00;PM BERTOPOLIS;18.404.897/0001-84;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9492817;41;2025-12-29 00:00:00;PM SANTO ANTONIO DO MONTE;16.870.974/0001-66;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;0,0;4950000,0;0,0
9492844;3099;2025-12-26 00:00:00;PM DOM BOSCO;01.602.782/0001-00;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1200000,0;0,0
9492852;574;2025-12-29 00:00:00;PM ACUCENA;17.005.216/0001-42;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;1000000,0;0,0
9492866;643;2025-12-29 00:00:00;APAE;04.427.949/0001-23;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;99955,2;0,0
9492943;3933;2025-12-30 00:00:00;PM SAO SEBASTIAO DO PARAISO;18.241.349/0001-80;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;550000,0;0,0
9492945;582;2025-12-30 00:00:00;PM SAO JOAO DO PACUI;01.612.474/0001-57;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;300000,0;0,0
9492946;581;2025-12-30 00:00:00;PM BAMBUI;20.920.567/0001-93;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;600000,0;0,0
9492948;580;2025-12-30 00:00:00;PM SAO ROMAO;24.891.418/0001-02;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;4700000,0;0,0
9492955;605;2025-12-30 00:00:00;PM MANHUACU;18.385.088/0001-72;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;647919,05;0,0;647919,05
9492956;606;2025-12-30 00:00:00;PM JOAQUIM FELICIO;17.694.878/0001-77;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;854865,0;0,0;854865,0
9492958;604;2025-12-30 00:00:00;PM PEQUI;18.313.874/0001-64;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;247493,4;0,0;247493,4
9492960;608;2025-12-30 00:00:00;PM ITAMBACURI;18.404.855/0001-43;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;647919,05;0,0;647919,05
9492962;607;2025-12-30 00:00:00;PM ITAMBACURI;18.404.855/0001-43;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;386100,0;0,0;386100,0
9492963;3101;2025-12-30 00:00:00;PM CRISTINA;18.188.250/0001-62;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;614745,54;0,0
9492964;3102;2025-12-30 00:00:00;PM ANTONIO CARLOS;18.094.763/0001-04;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;564312,55;0,0
9492965;3115;2025-12-30 00:00:00;PM SANTA LUZIA;18.715.409/0001-50;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;3017557,02;0,0
9492966;3103;2025-12-30 00:00:00;PM GONCALVES;18.025.932/0001-54;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;300000,0;0,0
9492967;3104;2025-12-30 00:00:00;PM PEDRAS DE MARIA DA CRUZ;25.209.156/0001-08;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;725000,0;0,0
9492968;3105;2025-12-30 00:00:00;PM CAMPOS ALTOS;18.298.190/0001-30;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;800000,0;0,0
9492969;3106;2025-12-30 00:00:00;PM RIO ACIMA;18.312.108/0001-85;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;350000,0;0,0
9492970;3107;2025-12-30 00:00:00;PM GUARACIABA;19.382.647/0001-53;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1229491,08;0,0
9492971;3108;2025-12-30 00:00:00;PM ALVORADA DE MINAS;18.303.164/0001-53;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;564312,55;0,0
9492972;3109;2025-12-30 00:00:00;PM EWBANK DA CAMARA;17.747.932/0001-03;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;440254,52;0,0
9492973;3110;2025-12-30 00:00:00;PM DIVISOPOLIS;66.234.311/0001-23;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;2000000,0;0,0
9492974;3111;2025-12-30 00:00:00;PM PIRAUBA;18.554.147/0001-99;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;400000,0;0,0
9492975;3112;2025-12-30 00:00:00;PM JEQUITAI;18.279.083/0001-65;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;999389,01;0,0
9492976;3113;2025-12-30 00:00:00;PM NOVA RESENDE;18.187.823/0001-33;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;200000,0;0,0
9492978;3116;2025-12-30 00:00:00;PM RIO PARDO DE MINAS;24.212.862/0001-46;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;324048,01;0,0
9492979;3117;2025-12-30 00:00:00;PM SANTA LUZIA;18.715.409/0001-50;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;564312,55;0,0
9492980;3118;2025-12-30 00:00:00;PM SAO DOMINGOS DO PRATA;18.401.018/0001-60;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;564312,55;0,0
9492981;3128;2025-12-30 00:00:00;PM LEANDRO FERREIRA;18.315.218/0001-09;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;564312,55;0,0
9492982;3119;2025-12-30 00:00:00;PM LAGOA DA PRATA;18.318.618/0001-60;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;778841,09;0,0
9492983;3120;2025-12-30 00:00:00;PM SAO JOAO DA MATA;17.935.206/0001-06;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;614745,54;0,0
9492984;3129;2025-12-30 00:00:00;PM ICARAI DE MINAS;25.224.304/0001-63;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1499805,96;0,0
9492985;3121;2025-12-30 00:00:00;PM VESPASIANO;18.715.425/0001-42;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1999805,0;0,0
9492986;3122;2025-12-30 00:00:00;PM LONTRA;25.223.009/0001-92;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;324048,01;0,0
9492987;3123;2025-12-30 00:00:00;PM PADRE CARVALHO;01.612.490/0001-40;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;778000,0;0,0
9492988;3124;2025-12-30 00:00:00;PM BRUMADINHO;18.363.929/0001-40;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;500000,0;0,0
9492989;3125;2025-12-30 00:00:00;PM CORINTO;17.695.016/0001-69;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;1055000,0;0,0
9492991;3127;2025-12-30 00:00:00;PM CARANDAI;18.094.797/0001-07;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;2000000,0;0,0
9492992;3130;2025-12-30 00:00:00;PM PAVAO;18.404.772/0001-54;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;324048,01;0,0
9492994;3126;2025-12-30 00:00:00;PM PAPAGAIOS;18.313.866/0001-18;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;510959,93;0,0
9493001;3131;2025-12-30 00:00:00;PM MIRADOURO;17.947.623/0001-79;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;648096,02;0,0
9493052;3934;2025-12-30 00:00:00;PM ALTO CAPARAO;01.616.270/0001-94;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;550000,0;0,0
9493057;624;2025-12-30 00:00:00;PM PECANHA;18.409.227/0001-50;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;22270,24;0,0;22270,24
9493060;620;2025-12-30 00:00:00;PM COLUNA;18.307.397/0001-24;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;26986,67;0,0;26986,67
9493064;623;2025-12-30 00:00:00;PM LADAINHA;18.404.863/0001-90;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;2540850,71;0,0;2540850,71
9493065;622;2025-12-30 00:00:00;PM MEDINA;18.414.607/0001-83;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;2157957,02;0,0;2157957,02
9493068;621;2025-12-30 00:00:00;PM PEDRA AZUL;18.414.565/0001-80;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1240965,0;0,0;1240965,0
9493090;586;2025-12-31 00:00:00;PM PINGO D'AGUA;01.613.204/0001-60;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;5000000,0;0,0
