contratoconvenio_saida;numero_empenho;data_registro_doc_empenho;razao_social_credor;cnpj_cpf_credor_formatado;unidade_orcamentaria_sigla;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;elemento_despesa_codigo;elemento_despesa_descricao;item_despesa_codigo;item_despesa_descricao;fonte_recurso_codigo;fonte_recurso_descricao;valor_despesa_liquidada;valor_pago_processado;valor_pago_nao_processado
9408562;2714;2023-12-29 00:00:00;PM SAO JOAO DA PONTE;16.928.483/0001-29;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9408567;604;2023-12-29 00:00:00;PM SENHORA DO PORTO;18.307.504/0001-14;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADOS AO ESPORTE;0,0;98967,53;0,0
9408568;356;2023-12-29 00:00:00;PM SABARA;18.715.441/0001-35;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9408569;355;2023-12-29 00:00:00;PM NOVO ORIENTE DE MINAS;01.613.373/0001-09;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9408570;602;2023-12-29 00:00:00;PM LAGOA SANTA;73.357.469/0001-56;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADOS AO ESPORTE;0,0;57762,72;0,0
9408580;595;2023-12-29 00:00:00;PM TRES CORACOES;17.955.535/0001-19;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;38;TRANSFERENCIAS DA UNIAO VINCULADOS AO ESPORTE;0,0;99283,36;0,0
9408581;2716;2023-12-29 00:00:00;PM ALPINOPOLIS;18.241.752/0001-00;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9417998;15;2024-04-05 00:00:00;PM PERIQUITO;01.613.077/0001-08;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9424299;3616;2024-04-25 00:00:00;PM ALTO CAPARAO;01.616.270/0001-94;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9425238;3639;2024-05-07 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9428131;3701;2024-05-20 00:00:00;PM MUTUM;18.348.086/0001-03;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1250000,0;0,0;1250000,0
9428195;3705;2024-05-23 00:00:00;PM ITURAMA;18.457.242/0001-74;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;314063,8;0,0;314063,8
9428350;3720;2024-05-24 00:00:00;PM PEDRA AZUL;18.414.565/0001-80;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9428427;3723;2024-05-27 00:00:00;PM CONSELHEIRO LAFAIETE;19.718.360/0001-51;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;119633,34;0,0;119633,34
9428894;3732;2024-06-03 00:00:00;PM ESTRELA DALVA;17.710.096/0001-84;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9428899;3737;2024-06-03 00:00:00;PM CENTRAL DE MINAS;17.990.714/0001-97;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9429692;3757;2024-06-12 00:00:00;PM SANTA MARGARIDA;18.385.112/0001-73;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429696;3760;2024-06-12 00:00:00;PM CANA VERDE;18.244.426/0001-56;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429769;3769;2024-06-13 00:00:00;PM PERIQUITO;01.613.077/0001-08;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429774;3768;2024-06-13 00:00:00;PM CARANGOLA;19.279.827/0001-04;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9429865;3781;2024-06-18 00:00:00;PM CARANGOLA;19.279.827/0001-04;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430025;3791;2024-06-18 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430034;3789;2024-06-18 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430086;3806;2024-06-21 00:00:00;PM RIO NOVO;18.338.244/0001-44;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430094;3798;2024-06-21 00:00:00;PM SAO FRANCISCO DO GLORIA;18.114.231/0001-91;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;493988,24;0,0;493988,24
9430275;263;2024-07-05 00:00:00;PM PLANURA;18.449.157/0001-64;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;292000,0;0,0
9430433;721;2024-06-27 00:00:00;PM SAO LOURENCO;18.188.219/0001-21;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;41;CONTRIBUICOES;1;CONTRIBUICOES;13;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB - REGULARIZACAO DE EXERCICIOS ANTE;0,0;0,0;0,0
9430585;3842;2024-07-01 00:00:00;PM ALMENARA;18.349.894/0001-95;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;666666,67;0,0;666666,67
9430596;3862;2024-07-01 00:00:00;PM DELTA;01.020.881/0001-75;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9430598;3864;2024-07-01 00:00:00;PM DIVINO;18.114.272/0001-88;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;700000,0;0,0;700000,0
9430599;3851;2024-07-01 00:00:00;PM CAETE;18.302.299/0001-02;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;3333333,33;0,0;1666666,67
9430688;3876;2024-07-01 00:00:00;PM SANTA RITA DO ITUETO;18.413.187/0001-10;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;750000,0;0,0;750000,0
9430712;3883;2024-07-01 00:00:00;PM ARAPORA;23.098.510/0001-49;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;75503,62;0,0;0,0
9430719;3894;2024-07-01 00:00:00;PM SIMAO PEREIRA;18.338.293/0001-87;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430746;3891;2024-07-01 00:00:00;PM ESPINOSA;18.650.952/0001-16;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9430784;225;2024-07-02 00:00:00;PM CORREGO FUNDO;01.614.862/0001-77;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430785;222;2024-07-02 00:00:00;PM PAI PEDRO;01.612.479/0001-80;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9430795;224;2024-07-02 00:00:00;PM BRUMADINHO;18.363.929/0001-40;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9430828;223;2024-07-02 00:00:00;PM PARACATU;18.278.051/0001-45;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430848;226;2024-07-03 00:00:00;PM LADAINHA;18.404.863/0001-90;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430849;227;2024-07-03 00:00:00;PM DIAMANTINA;17.754.136/0001-90;SEDE;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;41;CONTRIBUICOES;1;CONTRIBUICOES;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;0,0;0,0
9430855;3906;2024-07-03 00:00:00;PM BURITIZEIRO;18.279.067/0001-72;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430857;3907;2024-07-03 00:00:00;PM SABARA;18.715.441/0001-35;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9430858;3908;2024-07-03 00:00:00;PM SANTA RITA DO IBITIPOCA;18.094.862/0001-96;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;500000,0;0,0;500000,0
9430889;770;2024-07-04 00:00:00;PM FRONTEIRA DOS VALES;18.404.954/0001-25;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;711191,99;0,0
9430966;2037;2024-07-04 00:00:00;PM SAO JOAO DO PARAISO;24.791.154/0001-07;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;1843527,35;0,0
9445785;3893;2024-12-12 00:00:00;PM SERRA DOS AIMORES;18.398.966/0001-94;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;2750000,0;0,0
9445786;3892;2024-12-12 00:00:00;PM SERRA DOS AIMORES;18.398.966/0001-94;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;751583,43;0,0
9445788;3894;2024-12-12 00:00:00;PM SERRA DOS AIMORES;18.398.966/0001-94;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;150000,0;0,0
9445983;4046;2024-12-13 00:00:00;PM SERRA DOS AIMORES;18.398.966/0001-94;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;920000,0;0,0
9446012;87;2024-12-16 00:00:00;ASSOC. DE PROT. E ASSIST. AOS CONENADOS DE SANTA BARBARA;05.134.204/0001-39;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;15000,0;0,0
9446033;1005;2024-12-17 00:00:00;PM MATEUS LEME;18.715.433/0001-99;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;711191,99;0,0
9446037;1003;2024-12-17 00:00:00;PM COMENDADOR GOMES;18.449.173/0001-57;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;249340,97;0,0
9447069;403;2024-12-26 00:00:00;PM MATHIAS LOBATO;18.332.619/0001-69;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;1450000,0;0,0
9447071;404;2024-12-26 00:00:00;PM MATHIAS LOBATO;18.332.619/0001-69;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;2000000,0;0,0
9447083;89;2024-12-19 00:00:00;ASSOC. DE PROT. E ASSIST. AO CONDENADO DE GOVERNADOR VALDARES;07.828.198/0001-45;SEJUSP;1451;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;60000,0;0,0
9447275;1022;2024-12-27 00:00:00;PM GRAO MOGOL;20.716.627/0001-50;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;774766,69;0,0
9447277;1019;2024-12-27 00:00:00;PM SAO ROMAO;24.891.418/0001-02;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;300000,0;0,0
9447278;1021;2024-12-27 00:00:00;PM FREI GASPAR;18.404.913/0001-39;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;711191,99;0,0
9447279;1023;2024-12-27 00:00:00;PM CAREACU;17.935.388/0001-15;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;3012564,37;0,0
9447280;1016;2024-12-27 00:00:00;PM BOCAINA DE MINAS;18.194.076/0001-60;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;635127,6;0,0
9447282;1017;2024-12-27 00:00:00;PM BRAS PIRES;18.128.272/0001-37;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;427000,0;0,0
9447283;1018;2024-12-27 00:00:00;PM BELMIRO BRAGA;18.338.129/0001-70;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;556800,0;0,0
9447284;1020;2024-12-27 00:00:00;PM BOM JARDIM DE MINAS;18.684.217/0001-23;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;250000,0;0,0
9447285;396;2024-12-27 00:00:00;ASSOCIACAO EFA OESTE DO MUCURI;11.211.251/0001-31;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;62400,0;0,0
9447290;27;2024-12-26 00:00:00;PM RIO PARDO DE MINAS;24.212.862/0001-46;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;400000,0;0,0
9447295;26;2024-12-26 00:00:00;PM CATAGUASES;17.702.499/0001-81;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;0,0;0,0
9447296;3935;2024-12-27 00:00:00;PM CARLOS CHAGAS;18.477.315/0001-90;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;0,0;300000,0;0,0
9447303;417;2024-12-27 00:00:00;PM BURITIZEIRO;18.279.067/0001-72;SEAPA;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;0,0;0,0
9447316;55;2024-12-26 00:00:00;APJ APRENDER PRODUZIR JUNTOS;22.057.335/0001-89;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;71;RECURSOS DO FUNDO ESTADUAL DE ERRADICACAO DA MISERIA;0,0;3910342,0;0,0
9447368;3934;2024-12-27 00:00:00;PM ESPINOSA;18.650.952/0001-16;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;390725,92;0,0;390725,92
9447369;5177;2024-12-27 00:00:00;PM SERRA DOS AIMORES;18.398.966/0001-94;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;430000,0;0,0
9447370;4406;2024-12-27 00:00:00;PM PINTOPOLIS;01.612.481/0001-59;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;2007154,98;0,0
9447377;4723;2024-12-27 00:00:00;PM SANTO ANTONIO DO MONTE;16.870.974/0001-66;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;500000,0;0,0;500000,0
9447443;3457;2024-12-30 00:00:00;ASSOCIACAO CORAL FLOR DA TERRA;21.785.039/0001-31;SECULT;1271;SECRETARIA DE ESTADO DE CULTURA E TURISMO;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;100000,0;0,0;100000,0
9447445;3936;2024-12-30 00:00:00;PM SAO JOAQUIM DE BICAS;01.612.516/0001-50;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1761036,8;0,0;1761036,8
9447447;3937;2024-12-30 00:00:00;PM SAO JOSE DA SAFIRA;18.409.235/0001-05;SEGOV;1491;SECRETARIA DE ESTADO DE GOVERNO;42;AUXILIOS;1;AUXILIOS;15;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1050000,0;0,0;1050000,0
9447451;888;2024-12-30 00:00:00;PM DIVINOPOLIS;18.291.351/0001-64;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;1974495,62;0,0
9447453;5725;2024-12-30 00:00:00;IRMANDADE DE NOSSA SENHORA DA SAUDE;20.081.238/0001-04;FES;4291;FUNDO ESTADUAL DE SAUDE;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;998700,0;0,0;998700,0
9447454;549;2024-12-30 00:00:00;PM LONTRA;25.223.009/0001-92;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;41;CONTRIBUICOES;1;CONTRIBUICOES;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;0,0;247000,0;0,0
9447461;398;2024-12-30 00:00:00;ASSOCIACAO ESCOLA FAMILIA AGRICOLA DE COMERCINHO;22.692.198/0001-54;SEE;1261;SECRETARIA DE ESTADO DE EDUCACAO;43;SUBVENCOES SOCIAIS;1;SUBVENCOES SOCIAIS;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,0;13776,0;0,0
9447488;890;2024-12-30 00:00:00;PM TIMOTEO;19.875.020/0001-34;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;300000,0;0,0
9447490;889;2024-12-30 00:00:00;PM ARAXA;18.140.756/0001-00;SEINFRA;1301;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;42;AUXILIOS;1;AUXILIOS;32;EXPLORACAO DE RECURSOS MINERAIS;0,0;6884195,04;0,0
9447491;28;2024-12-31 00:00:00;ASSOC.PESSOAS PORT.DEFICIENCIA DE MONTES CLAROS.;21.373.873/0001-10;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;10;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;234952,38;0,0;234952,38
9447497;552;2024-12-31 00:00:00;PM OLIVEIRA;16.854.531/0001-81;SEDESE;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;42;AUXILIOS;1;AUXILIOS;38;TRANSFERENCIAS DA UNIAO VINCULADAS AO ESPORTE;0,0;250000,0;0,0
